id,strava_activity_id,activity_name,distance,elapsed_time,moving_time,date,elevation_gain,average_heartrate,max_heartrate,final_time,final_distance,event_name,has_polyline,polyline_length,source,year,month,day_of_week,hour,pace_min_per_km,distance_km,time_minutes,is_parkrun,distance_category
3123,8947286564,MNT Magic Mile,1693.2,367,367,2023-04-24 19:09:15+00:00,3.0,169.7,187.0,367,1693.2,,1,255.0,oauth,2023,4,0,19,3.6124891723757773,1.6932,6.116666666666666,False,<5km
4180,8897891986,Canberra Marathon,42613.1,17619,16748,2023-04-16 06:17:31+00:00,260.9,,,16748,42613.1,,1,1256.0,oauth,2023,4,6,6,6.550411336732914,42.613099999999996,279.1333333333333,False,>42km
689,8897865626,Canberra Marathon - 3:57:55,42597.2,14278,14268,2023-04-16 06:16:28+00:00,327.0,152.4,179.0,14268,42597.2,,1,1247.0,oauth,2023,4,6,6,5.582526551040915,42.597199999999994,237.8,False,>42km
690,8815935474,NewRun - Newcastle Hill to Harbour,11887.9,3441,3437,2023-04-02 08:30:17+00:00,114.0,157.1,165.0,3437,11887.9,,1,1071.0,oauth,2023,4,6,8,4.818625100592479,11.8879,57.28333333333333,False,10-15km
2529,8693414486,Australian Alpine Ascent,21395.2,7842,7804,2023-03-11 08:58:18+00:00,566.0,159.2,170.0,7804,21395.2,,1,1163.0,oauth,2023,3,5,8,6.079245188952039,21.3952,130.06666666666666,False,21-42km
4325,8693411099,Alpine Ascent 22km,21393.5,6243,6235,2023-03-11 08:58:04+00:00,526.0,169.6,194.0,6235,21393.5,,1,1160.0,oauth,2023,3,5,8,4.857394379912902,21.3935,103.91666666666667,False,21-42km
494,8583922484,SMC Half Marathon ,21361.0,5886,5886,2023-02-19 07:00:17+00:00,100.0,191.0,200.0,5886,21361.0,SMC Half marathon,1,1131.0,oauth,2023,2,6,7,4.592481625392069,21.361,98.1,False,21-42km
2530,8586224970,SMC 1/2 marathon- watch failed 😣 ,21200.0,5987,5987,2023-02-19 07:00:00+00:00,0.0,,,5987,21200.0,,0,,oauth,2023,2,6,7,4.706761006289308,21.2,99.78333333333333,False,21-42km
694,8583956953,Sydney Marathon Clinic - SMC Race 6 - 30km,30313.0,11058,10974,2023-02-19 06:03:49+00:00,140.0,145.6,157.0,10974,30313.0,,1,1241.0,oauth,2023,2,6,6,6.033714907795336,30.313,182.9,False,21-42km
4326,8500022420,Sydney Striders 10km Race,9976.3,2186,2186,2023-02-04 07:00:03+00:00,63.0,171.1,200.0,2186,9976.3,,1,1019.0,oauth,2023,2,5,7,3.651988546187799,9.976299999999998,36.43333333333333,False,5-10km
696,8499871958,Sun Run - Dee Why to Manly - 50:38,10090.9,3038,3038,2023-02-04 06:15:24+00:00,104.0,156.6,176.0,3038,10090.9,,1,775.0,oauth,2023,2,5,6,5.0177222381882025,10.0909,50.63333333333333,False,10-15km
888,8296269323,Inner west beer mile,1689.7,560,392,2022-12-27 18:15:36+00:00,0.0,128.9,145.0,392,1689.7,,1,265.0,oauth,2022,12,1,18,3.8665640843542244,1.6897,6.533333333333333,False,<5km
4394,8136911727,Queenstown Marathon 2022,42473.6,14065,14040,2022-11-19 08:28:05+00:00,322.8,145.5,167.0,14040,42473.6,Queenstown Marathon,1,1287.0,oauth,2022,11,5,8,5.509304603330069,42.4736,234.0,False,>42km
701,8136993560,Morning Run - Stromlo 30km - 3:49:49,29936.0,13794,13440,2022-11-19 06:30:32+00:00,806.0,141.9,163.0,13440,29936.0,,1,1206.0,oauth,2022,11,5,6,7.482629609834313,29.936,224.0,False,21-42km
891,8136806734,Stromlo 30km,29805.2,10881,10863,2022-11-19 06:30:32+00:00,821.0,165.0,192.0,10863,29805.2,,1,1195.0,oauth,2022,11,5,6,6.074443385717929,29.8052,181.05,False,21-42km
3124,8004082965,Panorama Punish,6168.3,1894,1894,2022-10-23 08:10:15+00:00,174.0,173.6,185.0,1894,6168.3,,1,438.0,oauth,2022,10,6,8,5.117563456165664,6.1683,31.566666666666666,False,5-10km
707,7933002497,BBBRun 10km 2022 - 48:31,10012.6,2925,2925,2022-10-09 07:20:05+00:00,32.0,150.6,165.0,2925,10012.6,,1,880.0,oauth,2022,10,6,7,4.868865229810439,10.0126,48.75,False,10-15km
4181,7896871163,Melbourne Marathon Festival - 21km,21607.2,7196,7102,2022-10-02 08:02:47+00:00,96.5,,,7102,21607.2,,1,1176.0,oauth,2022,10,6,8,5.4781122341935395,21.607200000000002,118.36666666666666,False,21-42km
895,7891792415,Reboot in Bermagui,5993.2,1660,1660,2022-10-01 09:24:45+00:00,30.3,141.2,180.0,1660,5993.2,,1,494.0,oauth,2022,10,5,9,4.616342966473114,5.9932,27.666666666666668,False,5-10km
495,7825098824,Blackmores Bridge Run,10388.0,2778,2778,2022-09-18 08:04:19+00:00,120.9,,,2778,10388.0,Blackmores Bridge Run,1,1007.0,oauth,2022,9,6,8,4.457065845206007,10.388,46.3,False,10-15km
896,7825338067,Sydney marathon,42785.2,13700,13645,2022-09-18 07:06:34+00:00,434.2,158.4,178.0,13645,42785.2,,1,1231.0,oauth,2022,9,6,7,5.31531152516914,42.785199999999996,227.41666666666666,False,>42km
710,7824814496,Blackmores Half Marathon - 1:54:25,21153.9,6866,6778,2022-09-18 06:03:01+00:00,142.0,155.1,163.0,6778,21153.9,,1,1096.0,oauth,2022,9,6,6,5.340228830932673,21.1539,112.96666666666667,False,21-42km
4327,7749870404,Sydney Half Marathon ,21279.9,4817,4817,2022-09-04 06:32:41+00:00,109.0,160.3,174.0,4817,21279.9,,1,1125.0,oauth,2022,9,6,6,3.772730761579393,21.2799,80.28333333333333,False,21-42km
4328,7696731222,3km TT with extras! ,3148.1,678,678,2022-08-25 19:08:34+00:00,19.0,168.8,179.0,678,3148.1,,1,416.0,oauth,2022,8,3,19,3.5894666624313083,3.1481,11.3,False,<5km
899,7672177896,Bayrun 2022,6777.8,1741,1741,2022-08-21 08:02:05+00:00,25.3,160.3,178.0,1741,6777.8,,1,603.0,oauth,2022,8,6,8,4.281133504480313,6.7778,29.016666666666666,False,5-10km
714,7633741640,City 2 Surf - 69:18,13898.3,4167,4167,2022-08-14 08:19:31+00:00,216.0,162.9,175.0,4167,13898.3,City2Surf,1,1057.0,oauth,2022,8,6,8,4.997014023297814,13.898299999999999,69.45,False,10-15km
900,7633643076,City2surf 2022,13918.2,3807,3804,2022-08-14 07:45:42+00:00,189.1,130.8,160.0,3804,13918.2,City2Surf,1,1037.0,oauth,2022,8,6,7,4.555186733916742,13.9182,63.4,False,10-15km
4329,7633648482,City to Surf,14106.8,3111,3111,2022-08-14 07:45:17+00:00,205.0,170.8,182.0,3111,14106.8,City2Surf,1,1073.0,oauth,2022,8,6,7,3.6755323673689286,14.1068,51.85,False,10-15km
901,7551017323,Outback marathon,42149.9,14218,14203,2022-07-30 07:45:04+00:00,176.6,157.9,180.0,14203,42149.9,,1,1207.0,oauth,2022,7,5,7,5.616067100198735,42.1499,236.71666666666667,False,>42km
4330,7517852587,Sydney Harbour 10,10091.8,2205,2200,2022-07-24 08:00:05+00:00,20.0,170.3,179.0,2200,10091.8,,1,1062.0,oauth,2022,7,6,8,3.63331285466088,10.0918,36.666666666666664,False,10-15km
719,7480588542,Sutherland 2 Surf - 51:59,11129.9,3121,3121,2022-07-17 07:30:50+00:00,78.0,154.4,172.0,3121,11129.9,,1,690.0,oauth,2022,7,6,7,4.673596947561673,11.1299,52.016666666666666,False,10-15km
4331,7480721645,Sutherland to Surf ,11136.1,2426,2426,2022-07-17 07:30:05+00:00,75.0,168.3,198.0,2426,11136.1,,1,729.0,oauth,2022,7,6,7,3.6308342537632856,11.1361,40.43333333333333,False,10-15km
4332,7399653791,Gold Coast 1/2 Marathon ,21204.0,4866,4866,2022-07-02 06:00:14+00:00,51.0,166.2,179.0,4866,21204.0,,1,1134.0,oauth,2022,7,5,6,3.824750047160913,21.204,81.1,False,21-42km
3125,7391792948,Woodies Magic Mile,1597.6,334,334,2022-06-30 19:00:54+00:00,7.0,165.8,186.0,334,1597.6,,1,219.0,oauth,2022,6,3,19,3.484393256551494,1.5976,5.566666666666666,False,<5km
3126,7331423938,Cooks River 10K,9923.0,2453,2453,2022-06-19 09:10:04+00:00,35.0,178.2,188.0,2453,9923.0,,1,989.0,oauth,2022,6,6,9,4.120057778225671,9.923,40.88333333333333,False,5-10km
4333,7331408119,Cooks River Fun Run ,9979.8,2227,2227,2022-06-19 09:10:01+00:00,29.7,169.6,180.0,2227,9979.8,,1,1007.0,oauth,2022,6,6,9,3.7191794090729946,9.9798,37.11666666666667,False,5-10km
724,7256039102,Wollongong 10km - 48:30,10011.9,2924,2924,2022-06-05 07:37:25+00:00,49.0,153.1,169.0,2924,10011.9,,1,831.0,oauth,2022,6,6,7,4.8675409595914205,10.011899999999999,48.733333333333334,False,10-15km
4334,7256041279,Wollongong Running Festival ,9978.9,2306,2306,2022-06-05 07:37:18+00:00,44.7,167.1,181.0,2306,9978.9,,1,869.0,oauth,2022,6,6,7,3.8514599137513486,9.9789,38.43333333333333,False,5-10km
3127,7250198119,Striders Lane Cove 10k,9755.0,2447,2447,2022-06-04 07:00:05+00:00,121.0,171.3,183.0,2447,9755.0,,1,1000.0,oauth,2022,6,5,7,4.180762002391935,9.755,40.78333333333333,False,5-10km
3128,7181302872,Woodies Bay Run Handicap,6866.7,1643,1643,2022-05-22 07:47:50+00:00,24.0,169.0,187.0,1643,6866.7,,1,624.0,oauth,2022,5,6,7,3.987844719200392,6.8667,27.383333333333333,False,5-10km
4335,7181315691,Woodstock Runners Handicap Race ,6804.6,1533,1533,2022-05-22 07:30:26+00:00,25.7,164.4,177.0,1533,6804.6,,1,658.0,oauth,2022,5,6,7,3.75481292067131,6.804600000000001,25.55,False,5-10km
727,7143674350,Morning Run - SMH Half - 1:57:41,21840.3,7064,7009,2022-05-15 07:21:43+00:00,231.0,159.3,168.0,7009,21840.3,,1,1122.0,oauth,2022,5,6,7,5.348675002937994,21.8403,116.81666666666666,False,21-42km
907,7143496848,SMH HM,21445.5,6334,6325,2022-05-15 06:56:21+00:00,462.3,169.8,184.0,6325,21445.5,,1,1150.0,oauth,2022,5,6,6,4.915561151135048,21.4455,105.41666666666667,False,21-42km
729,7067413065,Morning Run - Sydney 10 - 48:17,10001.5,2927,2922,2022-05-01 07:40:09+00:00,36.0,157.9,170.0,2922,10001.5,,1,777.0,oauth,2022,5,6,7,4.869269609558566,10.0015,48.7,False,10-15km
3129,7067294948,Sydney 10,10029.5,2377,2377,2022-05-01 07:39:58+00:00,25.0,173.1,186.0,2377,10029.5,,1,776.0,oauth,2022,5,6,7,3.9500141249979226,10.0295,39.61666666666667,False,10-15km
4336,7067235837,Sydney 10,10043.1,2163,2163,2022-05-01 07:20:04+00:00,114.4,164.3,176.0,2163,10043.1,,1,801.0,oauth,2022,5,6,7,3.5895291294520613,10.0431,36.05,False,10-15km
3130,6956713657,Canberra Half Marathon,21259.4,5384,5384,2022-04-10 07:50:10+00:00,117.0,171.6,182.0,5384,21259.4,,1,1123.0,oauth,2022,4,6,7,4.220877980250305,21.259400000000003,89.73333333333333,False,21-42km
3131,6922373139,Running Stars 10K,9736.6,2469,2469,2022-04-03 07:30:08+00:00,16.0,177.2,186.0,2469,9736.6,,1,881.0,oauth,2022,4,6,7,4.226321303124293,9.736600000000001,41.15,False,5-10km
731,6773761495,Stromlo 30km,29953.1,12687,12464,2022-03-05 07:30:10+00:00,803.0,147.5,165.0,12464,29953.1,,1,1203.0,oauth,2022,3,5,7,6.93528660917679,29.9531,207.73333333333332,False,21-42km
3132,6773118319,Striders Lane Cove 10K,9720.4,2564,2564,2022-03-05 07:03:34+00:00,115.0,169.7,183.0,2564,9720.4,,1,1008.0,oauth,2022,3,5,7,4.39625255476455,9.7204,42.733333333333334,False,5-10km
913,6773604374,Stromlo 30km,29838.9,11723,11654,2022-03-05 06:50:09+00:00,830.7,165.5,199.0,11654,29838.9,,1,1201.0,oauth,2022,3,5,6,6.509399922025722,29.838900000000002,194.23333333333332,False,21-42km
3133,6708331301,Striders Equaliser trail race,13730.9,4463,4463,2022-02-20 07:04:25+00:00,338.0,170.0,183.0,4463,13730.9,,1,1095.0,oauth,2022,2,6,7,5.417221983506787,13.7309,74.38333333333334,False,10-15km
733,6680939168,Evening Run - Woodstock Runners - Monday Night Trackwork - 3km TT,3026.7,786,786,2022-02-14 18:55:29+00:00,31.0,154.8,172.0,786,3026.7,,1,311.0,oauth,2022,2,0,18,4.328146165791126,3.0267,13.1,False,<5km
735,6631464450,Sun Run - Dee Why to Manly - 48:37,10021.2,2918,2907,2022-02-05 06:16:07+00:00,116.0,163.2,175.0,2907,10021.2,,1,774.0,oauth,2022,2,5,6,4.8347503293018805,10.0212,48.45,False,10-15km
3134,6588328859,Woodies Magic Mile,1702.2,348,348,2022-01-27 19:05:35+00:00,10.0,172.7,184.0,348,1702.2,,1,239.0,oauth,2022,1,3,19,3.4073551874045354,1.7022,5.8,False,<5km
737,6343891137,Morning Run - Sydney Harbour 10,10166.1,2667,2663,2021-12-05 08:02:55+00:00,13.0,166.1,177.0,2663,10166.1,,1,1025.0,oauth,2021,12,6,8,4.365817111117669,10.1661,44.38333333333333,False,10-15km
918,6343868305,Sydney Harbour 10km,10115.7,2576,2571,2021-12-05 08:00:48+00:00,29.8,169.6,177.0,2571,10115.7,,1,981.0,oauth,2021,12,6,8,4.235989600324248,10.1157,42.85,False,10-15km
738,6320629362,Evening Run - Woodstock Runners - Magic Mile - Time = 6:09,1637.5,384,381,2021-11-29 19:06:40+00:00,6.0,144.3,179.0,381,1637.5,,1,171.0,oauth,2021,11,0,19,3.877862595419847,1.6375,6.35,False,<5km
739,6249913035,Afternoon Run - Community 3km,3230.2,722,722,2021-11-13 16:23:15+00:00,3.0,158.3,177.0,722,3230.2,,1,388.0,oauth,2021,11,5,16,3.725259529853673,3.2302,12.033333333333333,False,<5km
740,6204188244,Lunch Run - 3km TT,3013.0,689,689,2021-11-03 11:46:51+00:00,17.0,165.2,172.0,689,3013.0,,1,397.0,oauth,2021,11,2,11,3.811262307777409,3.013,11.483333333333333,False,<5km
741,6189377463,Morning Run -Bay Run Woodstock Handicap 7km,6950.1,1821,1821,2021-10-31 07:40:33+00:00,24.0,160.4,176.0,1821,6950.1,,1,625.0,oauth,2021,10,6,7,4.366843642537518,6.9501,30.35,False,5-10km
919,6189398012,Woodies bayrun handicap,6882.4,1774,1774,2021-10-31 07:30:01+00:00,25.7,153.3,181.0,1774,6882.4,,1,637.0,oauth,2021,10,6,7,4.29598202177535,6.8824,29.566666666666666,False,5-10km
742,6171923663,Lunch Run - 20:11,5010.2,1214,1214,2021-10-27 12:11:35+00:00,19.0,165.6,176.0,1214,5010.2,,1,678.0,oauth,2021,10,2,12,4.038428272989767,5.0102,20.233333333333334,False,5-10km
3136,6156611070,Running Stars 5K ⭐️,4895.8,1219,1219,2021-10-24 07:36:32+00:00,7.0,172.9,188.0,1219,4895.8,,1,432.0,oauth,2021,10,6,7,4.1498154881054505,4.8958,20.316666666666666,False,<5km
920,6054829785,Virtual marathon,42449.1,13676,13659,2021-10-03 06:59:41+00:00,61.9,153.3,174.0,13659,42449.1,,1,1311.0,oauth,2021,10,6,6,5.362893441792641,42.4491,227.65,False,>42km
743,6049241388,Morning Run - The Ben Faulkner 10k Invitational TT - Tempe Tim Pace Team,10017.1,2656,2656,2021-10-02 07:16:29+00:00,10.0,149.8,171.0,2656,10017.1,,1,828.0,oauth,2021,10,5,7,4.419109988586183,10.017100000000001,44.266666666666666,False,10-15km
744,6009515637,Lunch Run - (not) Thursday Night Trackwork - Magic Mile TT,1623.8,352,352,2021-09-24 12:10:49+00:00,14.0,141.3,149.0,352,1623.8,,1,230.0,oauth,2021,9,4,12,3.6129244159789793,1.6238,5.866666666666666,False,<5km
746,5885684385,Lunch Run - (not) Monday Night Trackwork - 3km TT,3000.4,733,733,2021-09-01 11:56:20+00:00,7.0,159.9,181.0,733,3000.4,,1,231.0,oauth,2021,9,2,11,4.0716793316446696,3.0004,12.216666666666667,False,<5km
3137,5826287892,Richmond Harriers Virtual 5000,5000.9,1206,1206,2021-08-21 12:22:33+00:00,7.0,179.2,190.0,1206,5000.9,,1,663.0,oauth,2021,8,5,12,4.01927653022456,5.0009,20.1,False,5-10km
921,5794151422,Kipchoge Challenge,24375.9,7718,7715,2021-08-15 10:01:02+00:00,33.9,167.1,188.0,7715,24375.9,,1,1159.0,oauth,2021,8,6,10,5.275018905284865,24.3759,128.58333333333334,False,21-42km
4337,5484059983,The Mile,1651.0,334,334,2021-06-17 19:05:51+00:00,7.0,131.8,141.0,334,1651.0,,1,229.0,oauth,2021,6,3,19,3.371693922875025,1.651,5.566666666666666,False,<5km
759,5420690736,Morning Run - The Great NOSH Footrace - 1:55:02.9,16056.9,6908,6854,2021-06-06 10:00:05+00:00,386.0,153.5,179.0,6854,16056.9,,1,1091.0,oauth,2021,6,6,10,7.114283163831956,16.0569,114.23333333333333,False,15-21km
923,5415270582,Cross Country Relay,3988.4,1100,1100,2021-06-05 16:00:08+00:00,74.6,164.6,180.0,1100,3988.4,,1,336.0,oauth,2021,6,5,16,4.596663657941363,3.9884,18.333333333333332,False,<5km
4338,5415204339,State X Country Relay ,4001.2,886,886,2021-06-05 15:46:30+00:00,79.2,171.5,180.0,886,4001.2,,1,382.0,oauth,2021,6,5,15,3.690559498817022,4.0012,14.766666666666667,False,<5km
4339,5387539315,Woodstock Runners 3k TT,3060.5,634,634,2021-05-31 18:57:44+00:00,8.0,165.5,173.0,634,3060.5,,1,352.0,oauth,2021,5,0,18,3.4525948919021943,3.0605,10.566666666666666,False,<5km
763,5379815032,Morning Run - Woodstock Handicap #2 - Bay Run,6933.1,1982,1982,2021-05-30 07:34:40+00:00,24.0,159.2,176.0,1982,6933.1,,1,655.0,oauth,2021,5,6,7,4.764583423480597,6.9331000000000005,33.03333333333333,False,5-10km
4340,5336704991,St George X Country ,9602.4,2127,2127,2021-05-22 13:32:03+00:00,8.0,172.4,180.0,2127,9602.4,,1,850.0,oauth,2021,5,5,13,3.691785386986587,9.6024,35.45,False,5-10km
772,5226537251,Morning Run - Sydney 10k - 45:30,9911.6,2733,2733,2021-05-02 07:50:08+00:00,31.0,165.1,178.0,2733,9911.6,,1,805.0,oauth,2021,5,6,7,4.595625327898624,9.9116,45.55,False,5-10km
4341,5226501593,Sydney 10,10099.8,2144,2144,2021-05-02 07:20:11+00:00,31.0,166.2,176.0,2144,10099.8,,1,852.0,oauth,2021,5,6,7,3.53802385525786,10.0998,35.733333333333334,False,10-15km
3138,5226417890,Sydney 10,9974.9,2223,2223,2021-05-02 07:20:06+00:00,27.0,174.1,187.0,2223,9974.9,,1,757.0,oauth,2021,5,6,7,3.7143229506060207,9.9749,37.05,False,5-10km
773,5211756599,Evening Run - Thursday Night Trackwork - 3km TT,3302.6,831,831,2021-04-29 19:02:05+00:00,5.0,152.2,186.0,831,3302.6,,1,413.0,oauth,2021,4,3,19,4.193665596802519,3.3026,13.85,False,<5km
4342,5211929413,Woodies 3k TT ,3169.9,655,655,2021-04-29 19:02:03+00:00,9.0,166.7,177.0,655,3169.9,,1,440.0,oauth,2021,4,3,19,3.4438520668370187,3.1699,10.916666666666666,False,<5km
776,5105128301,Morning Run - Canberra Half Marathon - 1:51:47 ,21315.0,6710,6703,2021-04-11 07:52:46+00:00,126.0,157.7,173.0,6703,21315.0,,1,1118.0,oauth,2021,4,6,7,5.241222925951989,21.315,111.71666666666667,False,21-42km
4343,5105280825,Canberra 1/2 marathon (1:21.:21 official time) ,21278.9,4884,4884,2021-04-11 07:50:03+00:00,126.8,162.8,174.0,4884,21278.9,,1,1141.0,oauth,2021,4,6,7,3.8253857107275286,21.2789,81.4,False,21-42km
929,5104676942,Canberra 10km,10075.9,2749,2749,2021-04-11 07:00:08+00:00,54.9,162.9,186.0,2749,10075.9,,1,751.0,oauth,2021,4,6,7,4.54715376955574,10.075899999999999,45.81666666666667,False,10-15km
4395,5105069961,Canberra Marathon 2021,42713.8,13929,13775,2021-04-11 06:25:50+00:00,256.4,149.3,172.0,13775,42713.8,Canberra Marathon,1,1240.0,oauth,2021,4,6,6,5.374921766111498,42.713800000000006,229.58333333333334,False,>42km
3140,5057761690,Striders North Head 10K,10067.1,2219,2210,2021-04-03 07:04:03+00:00,55.7,180.2,185.0,2210,10067.1,,1,677.0,oauth,2021,4,5,7,3.658782900073838,10.0671,36.833333333333336,False,10-15km
3141,5029753596,Woodies Magic Mile,1588.1,317,314,2021-03-29 19:06:41+00:00,10.7,170.1,187.0,314,1588.1,,1,194.0,oauth,2021,3,0,19,3.2953424427512963,1.5880999999999998,5.233333333333333,False,<5km
782,5021755292,Morning Run - RunWest - 59:17,11997.4,3558,3558,2021-03-28 06:48:43+00:00,77.0,158.5,172.0,3558,11997.4,,1,1037.0,oauth,2021,3,6,6,4.942737593145182,11.997399999999999,59.3,False,10-15km
4344,5021863659,Run West 12km,12005.4,2649,2649,2021-03-28 06:48:33+00:00,115.7,165.8,178.0,2649,12005.4,,1,1022.0,oauth,2021,3,6,6,3.6775117863628033,12.0054,44.15,False,10-15km
3142,4896214439,Striders Homebush 10K,10111.6,2250,2242,2021-03-06 07:02:55+00:00,42.0,175.7,183.0,2242,10111.6,,1,894.0,oauth,2021,3,5,7,3.695425715679681,10.111600000000001,37.36666666666667,False,10-15km
790,4820164345,Morning Run - Woodstock 7km Bay Run Time Trial,6878.7,2040,2040,2021-02-21 07:36:01+00:00,26.0,156.3,169.0,2040,6878.7,,1,644.0,oauth,2021,2,6,7,4.94279442336488,6.8787,34.0,False,5-10km
3143,4820093324,Woodstock Bay Run Race,6915.5,1554,1551,2021-02-21 07:30:02+00:00,25.2,184.2,190.0,1551,6915.5,,1,534.0,oauth,2021,2,6,7,3.7379799002241345,6.9155,25.85,False,5-10km
4345,4741863194,5km Community Track Race,5206.7,1070,1070,2021-02-06 17:44:39+00:00,93.9,175.2,180.0,1070,5206.7,,1,611.0,oauth,2021,2,5,17,3.4250741032387757,5.2067,17.833333333333332,False,5-10km
3144,4740531631,Striders Lane Cove 10K,10022.6,2356,2353,2021-02-06 07:00:07+00:00,115.1,175.4,186.0,2353,10022.6,,1,925.0,oauth,2021,2,5,7,3.912823685138254,10.0226,39.21666666666667,False,10-15km
796,4740482710,Sun Run - Dee Why to Manly - 50:38,10075.7,3042,3042,2021-02-06 06:23:21+00:00,86.0,165.3,180.0,3042,10075.7,,1,737.0,oauth,2021,2,5,6,5.0319084530107085,10.075700000000001,50.7,False,10-15km
4346,4628179100,Duathlon: 2nd run leg,3887.3,862,860,2021-01-16 21:05:16+00:00,111.1,168.9,178.0,860,3887.3,,1,392.0,oauth,2021,1,5,21,3.687220778775328,3.8873,14.333333333333334,False,<5km
4347,4628178984,Duathlon: 1st run leg ,3592.6,785,780,2021-01-16 20:13:45+00:00,104.2,169.8,178.0,780,3592.6,,1,353.0,oauth,2021,1,5,20,3.6185492401046595,3.5926,13.0,False,<5km
938,4492980577,SMC half,21020.0,6238,6234,2020-12-20 06:45:54+00:00,39.2,159.2,175.0,6234,21020.0,,1,1155.0,oauth,2020,12,6,6,4.94291151284491,21.02,103.9,False,21-42km
940,4366938673,Stromlo 30km,29834.8,12471,12321,2020-11-21 08:40:49+00:00,826.7,161.2,197.0,12321,29834.8,,1,1197.0,oauth,2020,11,5,8,6.882901846166222,29.834799999999998,205.35,False,21-42km
3145,4298655129,Striders Lane Cove 10K ,9991.8,2301,2298,2020-11-07 07:00:02+00:00,114.2,179.1,188.0,2298,9991.8,,1,947.0,oauth,2020,11,5,7,3.8331431774054723,9.9918,38.3,False,5-10km
805,4257409470,Evening Run - Woodstock 5km TT,4956.9,1306,1306,2020-10-29 18:45:31+00:00,26.0,162.8,187.0,1306,4956.9,,1,488.0,oauth,2020,10,3,18,4.391185351059466,4.956899999999999,21.766666666666666,False,<5km
4349,4257866218,Woodstock Runners 5K TT substitute ,4959.2,1087,1082,2020-10-29 18:45:31+00:00,16.5,173.3,181.0,1082,4959.2,,1,394.0,oauth,2020,10,3,18,3.6363391944937358,4.9592,18.033333333333335,False,<5km
4350,4235828110,Community 10 (Track) race ,10412.5,2212,2207,2020-10-24 18:17:00+00:00,260.5,171.0,187.0,2207,10412.5,,1,1173.0,oauth,2020,10,5,18,3.532613045218087,10.4125,36.78333333333333,False,10-15km
942,4208529191,Sri Chinmoy Half,21137.7,6496,6491,2020-10-18 07:03:09+00:00,115.5,167.5,180.0,6491,21137.7,,1,1167.0,oauth,2020,10,6,7,5.118027663053848,21.137700000000002,108.18333333333334,False,21-42km
3146,4203887752,Richmond Harriers Turbo Tiger round 2 - 1500m - 4:44 ,1476.5,308,284,2020-10-17 08:59:46+00:00,21.8,173.3,181.0,284,1476.5,,1,219.0,oauth,2020,10,5,8,3.2057794333446217,1.4765,4.733333333333333,False,<5km
4351,4173239452,Unofficial Santos Invitational X Country Race ,4381.0,979,974,2020-10-10 07:25:04+00:00,99.7,165.1,174.0,974,4381.0,,1,343.0,oauth,2020,10,5,7,3.70539450658145,4.381,16.233333333333334,False,<5km
807,4173486806,Morning Run - Tempe X-Country ,4379.5,1254,1254,2020-10-10 07:25:02+00:00,21.0,152.9,169.0,1254,4379.5,,1,308.0,oauth,2020,10,5,7,4.772234273318872,4.3795,20.9,False,<5km
3147,4142769484,Sydney Striders North Head 10K ,10148.5,2214,2203,2020-10-03 07:00:08+00:00,75.9,177.4,185.0,2203,10148.5,,1,737.0,oauth,2020,10,5,7,3.6179402538963066,10.1485,36.71666666666667,False,10-15km
3148,4136229210,Richmond Harriers virtual track 3000m (~10:30 actual time),3123.4,986,623,2020-10-01 19:12:55+00:00,144.5,180.2,183.0,623,3123.4,,1,384.0,oauth,2020,10,3,19,3.3243687434633196,3.1234,10.383333333333333,False,<5km
4352,4085004729,BRATS Duathlon: 2.5k Run ,2674.9,598,598,2020-09-20 12:00:56+00:00,4.8,164.7,177.0,598,2674.9,,1,194.0,oauth,2020,9,6,12,3.7259959873889366,2.6749,9.966666666666667,False,<5km
4353,4085004728,BRATs Duathlon: 5k Run,5317.7,1176,1172,2020-09-20 11:02:19+00:00,9.5,165.7,171.0,1172,5317.7,,1,329.0,oauth,2020,9,6,11,3.673267264669563,5.317699999999999,19.533333333333335,False,5-10km
809,4046513018,Afternoon Run - 4k Cross Country ,3890.2,1111,1111,2020-09-12 14:32:08+00:00,8.0,153.2,171.0,1111,3890.2,,1,390.0,oauth,2020,9,5,14,4.759823830822751,3.8901999999999997,18.516666666666666,False,<5km
811,4046471348,Afternoon Run - 2k Cross Country ,1983.9,820,763,2020-09-12 14:04:41+00:00,3.0,132.2,141.0,763,1983.9,,1,224.0,oauth,2020,9,5,14,6.409933296369105,1.9839,12.716666666666667,False,<5km
3149,4046181393,Richmond Harriers Virtual 5000m Round 3 - Bay Run,4993.1,1097,1093,2020-09-12 10:44:49+00:00,3.7,179.7,186.0,1093,4993.1,,1,396.0,oauth,2020,9,5,10,3.648368081285507,4.9931,18.216666666666665,False,<5km
4354,4013286393,St George Athletics X Country ( Darren’s revenge).,3926.3,834,834,2020-09-05 14:34:35+00:00,5.3,172.6,180.0,834,3926.3,,1,395.0,oauth,2020,9,5,14,3.5402287140564908,3.9263000000000003,13.9,False,<5km
813,4013303491,Afternoon Run - 4K Cross Country ,3891.5,1101,1101,2020-09-05 14:34:26+00:00,3.0,146.7,171.0,1101,3891.5,,1,383.0,oauth,2020,9,5,14,4.715405370679687,3.8915,18.35,False,<5km
815,4013219161,Afternoon Run - 2k Cross Country ,1974.2,776,772,2020-09-05 14:03:33+00:00,2.0,133.5,145.0,772,1974.2,,1,223.0,oauth,2020,9,5,14,6.5174078951811705,1.9742,12.866666666666667,False,<5km
