id,strava_activity_id,activity_name,distance,elapsed_time,moving_time,date,elevation_gain,average_heartrate,max_heartrate,final_time,final_distance,event_name,is_hidden,has_polyline,polyline_length,source,is_parkrun,year,month,day_of_week,hour,day_name,pace_min_per_km,distance_km,time_minutes,distance_category
823,11017179428,Cookies,5026.1,1284,1284,2024-03-23 08:04:50+00:00,28.0,161.1,170.0,1284,5026.1,parkrun,1,1,475.0,oauth,True,2024,3,5,8,Saturday,4.257774417540438,5.0261000000000005,21.4,5-10km
655,10926537842,Orange Marathon - 4:10:36,42324.9,15038,14939,2024-03-10 07:00:17+00:00,436.0,147.7,170.0,14939,42324.9,Orange Marathon,0,1,1247.0,oauth,False,2024,3,6,7,Sunday,5.882667964563019,42.3249,248.98333333333332,>42km
3116,10838948864,MNT Magic Mile,1672.7,333,333,2024-02-26 18:58:31+00:00,7.0,167.8,183.0,333,1672.7,,0,1,204.0,oauth,False,2024,2,0,18,Monday,3.3179888802534823,1.6727,5.55,<5km
3117,10782765959,SMC 10k,9941.8,2392,2392,2024-02-18 07:34:31+00:00,29.0,179.9,194.0,2392,9941.8,,0,1,1003.0,oauth,False,2024,2,6,7,Sunday,4.010004895156478,9.941799999999999,39.86666666666667,5-10km
656,10783158759,SMC - 30km,30031.5,11256,11127,2024-02-18 06:11:06+00:00,105.0,142.7,155.0,11127,30031.5,SMC 30k,0,1,1223.0,oauth,False,2024,2,6,6,Sunday,6.17518272480562,30.0315,185.45,21-42km
2516,10729696211,Bairnsdale park run,5015.2,1305,1283,2024-02-10 08:02:31+00:00,29.0,170.5,191.0,1283,5015.2,parkrun,1,1,443.0,oauth,True,2024,2,5,8,Saturday,4.26370500345616,5.0152,21.383333333333333,5-10km
657,10682999208,Sun Run - Dee Why to Manly - 49:22,10052.1,2961,2961,2024-02-03 06:32:29+00:00,94.0,154.6,165.0,2961,10052.1,Sun Run,0,1,879.0,oauth,False,2024,2,5,6,Saturday,4.909421911839317,10.052100000000001,49.35,10-15km
824,10635512729,Parky cooky,5028.0,1327,1327,2024-01-27 08:03:06+00:00,24.0,160.6,172.0,1327,5028.0,parkrun,1,1,501.0,oauth,True,2024,1,5,8,Saturday,4.398700609917794,5.028,22.116666666666667,5-10km
3118,10597178937,SMC 10k,9934.5,2455,2455,2024-01-21 07:31:26+00:00,31.0,175.7,191.0,2455,9934.5,,0,1,1003.0,oauth,False,2024,1,6,7,Sunday,4.1186437834482525,9.9345,40.916666666666664,5-10km
834,10590488430,Tuggers parky,4912.2,1252,1252,2024-01-20 08:00:21+00:00,15.0,162.8,176.0,1252,4912.2,parkrun,1,1,519.0,oauth,True,2024,1,5,8,Saturday,4.24792693022814,4.9121999999999995,20.866666666666667,<5km
2517,10590721365,Fingal bay park run,5012.4,1299,1278,2024-01-20 08:00:18+00:00,25.0,175.9,194.0,1278,5012.4,parkrun,1,1,482.0,oauth,True,2024,1,5,8,Saturday,4.249461335887001,5.0123999999999995,21.3,5-10km
835,10501226820,Devonport parky,4976.5,1235,1231,2024-01-06 08:02:01+00:00,5.0,162.5,176.0,1231,4976.5,parkrun,1,1,519.0,oauth,True,2024,1,5,8,Saturday,4.122710070665461,4.9765,20.516666666666666,<5km
4390,10464661675,São Silvestre de Lisboa 2023,10141.2,2862,2862,2023-12-30 21:31:35+00:00,65.0,160.6,174.0,2862,10141.2,São Silvestre de Lisboa,0,1,816.0,oauth,False,2023,12,5,21,Saturday,4.703585374511892,10.141200000000001,47.7,10-15km
836,10458687835,Cookies,5023.9,1306,1306,2023-12-30 08:04:37+00:00,25.0,163.0,173.0,1306,5023.9,parkrun,1,1,488.0,oauth,True,2023,12,5,8,Saturday,4.332623393512344,5.023899999999999,21.766666666666666,5-10km
658,10458510945,Queanbeyan parkrun - 24:17,4984.7,1458,1458,2023-12-30 08:01:36+00:00,95.0,153.8,171.0,1458,4984.7,parkrun,1,1,512.0,oauth,True,2023,12,5,8,Saturday,4.874917246775132,4.9847,24.3,<5km
659,10432154859,Cooks River parkrun - 26:21,5019.7,1580,1580,2023-12-25 08:00:47+00:00,27.0,141.5,157.0,1580,5019.7,parkrun,1,1,483.0,oauth,True,2023,12,0,8,Monday,5.24599743676581,5.019699999999999,26.333333333333332,5-10km
837,10432181410,Cookies Christmas parky,5030.0,1294,1294,2023-12-25 08:00:47+00:00,25.0,161.8,179.0,1294,5030.0,parkrun,1,1,505.0,oauth,True,2023,12,0,8,Monday,4.287607687210072,5.03,21.566666666666666,5-10km
838,10421524315,Tuggers parky,4935.1,1260,1260,2023-12-23 07:59:07+00:00,12.0,161.7,174.0,1260,4935.1,parkrun,1,1,512.0,oauth,True,2023,12,5,7,Saturday,4.255232923345018,4.9351,21.0,<5km
660,10355416995,Port Stephens Half Marathon - 1:58:09,20822.5,7090,7035,2023-12-10 08:00:02+00:00,138.0,145.0,160.0,7035,20822.5,,0,1,1154.0,oauth,False,2023,12,6,8,Sunday,5.630928082602953,20.8225,117.25,15-21km
661,10349852052,Southern Highlands Botanical Gardens parkrun - 24:01,5023.0,1441,1441,2023-12-09 07:59:04+00:00,64.0,155.3,167.0,1441,5023.0,parkrun,1,1,518.0,oauth,True,2023,12,5,7,Saturday,4.781339173136904,5.023,24.016666666666666,5-10km
662,10275644817,Galston parkrun - 25:39,4913.0,1539,1539,2023-11-25 08:01:35+00:00,89.0,144.4,166.0,1539,4913.0,parkrun,1,1,618.0,oauth,True,2023,11,5,8,Saturday,5.220842662324444,4.913,25.65,<5km
839,10242303188,Kids run with Hazel,2625.7,1159,1153,2023-11-19 09:32:01+00:00,23.1,118.6,139.0,1153,2625.7,,0,1,328.0,oauth,False,2023,11,6,9,Sunday,7.318683271762451,2.6256999999999997,19.216666666666665,<5km
840,10236851827,Stromlo 50,50233.2,19687,19429,2023-11-18 06:00:25+00:00,1050.4,160.1,199.0,19429,50233.2,,0,1,1309.0,oauth,False,2023,11,5,6,Saturday,6.4462679396627465,50.2332,323.81666666666666,>42km
663,10195817143,North Sydney parkrun - 25:40,4882.7,1540,1540,2023-11-11 08:02:32+00:00,35.0,147.2,168.0,1540,4882.7,parkrun,1,1,500.0,oauth,True,2023,11,5,8,Saturday,5.256654446651785,4.8827,25.666666666666668,<5km
664,10155162567,Umbagong District parkrun - 24:14,5033.0,1453,1453,2023-11-04 08:01:32+00:00,47.0,147.4,172.0,1453,5033.0,parkrun,1,1,507.0,oauth,True,2023,11,5,8,Saturday,4.8115769256242125,5.033,24.216666666666665,5-10km
2518,10116278531,"Bondi to Manly, finish",192.8,45,45,2023-10-28 14:07:53+00:00,2.0,95.7,128.0,45,192.8,,0,1,27.0,oauth,False,2023,10,5,14,Saturday,3.8900414937759336,0.1928,0.75,<5km
841,10116124852,Karen 250 cookies parky,4977.6,1312,1312,2023-10-28 08:00:16+00:00,17.7,178.2,220.0,1312,4977.6,parkrun,1,1,465.0,oauth,True,2023,10,5,8,Saturday,4.393014036215579,4.977600000000001,21.866666666666667,<5km
2519,10115153804,"Leg 1 Bondi to Manly, Wounded Woodies🤠",18613.7,6197,6173,2023-10-28 06:06:51+00:00,427.0,172.9,189.0,6173,18613.7,,0,1,1098.0,oauth,False,2023,10,5,6,Saturday,5.527290830588939,18.6137,102.88333333333334,15-21km
3119,10080389887,Panorama Punish,6146.8,1685,1685,2023-10-22 08:00:07+00:00,185.0,170.3,181.0,1685,6146.8,,0,1,473.0,oauth,False,2023,10,6,8,Sunday,4.568772911650506,6.1468,28.083333333333332,5-10km
2520,10074377893,Fingal bay park run,4925.5,1246,1246,2023-10-21 08:04:38+00:00,29.0,184.6,205.0,1246,4925.5,parkrun,1,1,431.0,oauth,True,2023,10,5,8,Saturday,4.2161540283558345,4.9255,20.766666666666666,<5km
665,10074332179,Nambour parkrun - 32:14,4926.0,1932,1932,2023-10-21 07:07:34+00:00,178.0,152.9,169.0,1932,4926.0,parkrun,1,1,537.0,oauth,True,2023,10,5,7,Saturday,6.536743808363784,4.926,32.2,<5km
666,10039661547,Melbourne Half Marathon - 1:49:54,21229.2,6595,6595,2023-10-15 08:01:44+00:00,83.0,154.0,167.0,6595,21229.2,,0,1,1141.0,oauth,False,2023,10,6,8,Sunday,5.177616992946821,21.229200000000002,109.91666666666667,21-42km
4391,10039340159,BBBrun 2023,10064.0,2970,2970,2023-10-15 07:24:34+00:00,36.0,150.0,161.0,2970,10064.0,BBB,0,1,778.0,oauth,False,2023,10,6,7,Sunday,4.918521462639109,10.064,49.5,10-15km
3120,10039317529,BBBRun,9963.0,2448,2448,2023-10-15 07:24:29+00:00,35.0,174.1,188.0,2448,9963.0,,0,1,826.0,oauth,False,2023,10,6,7,Sunday,4.095152062631738,9.963,40.8,5-10km
667,10033129554,Westerfolds parkrun - 25:59,5008.9,1559,1559,2023-10-14 08:01:07+00:00,75.0,142.2,161.0,1559,5008.9,parkrun,1,1,593.0,oauth,True,2023,10,5,8,Saturday,5.187433035862831,5.0089,25.983333333333334,5-10km
668,9989738485,Zillmere parkrun - 24:54,4984.7,1495,1495,2023-10-07 07:00:07+00:00,29.0,150.4,166.0,1495,4984.7,parkrun,1,1,394.0,oauth,True,2023,10,5,7,Saturday,4.998629138497135,4.9847,24.916666666666668,<5km
3121,9960383293,Woodies Magic Mile,1653.4,357,357,2023-10-02 19:02:53+00:00,8.0,154.7,190.0,357,1653.4,,0,1,180.0,oauth,False,2023,10,0,19,Monday,3.598645215918713,1.6534,5.95,<5km
842,9945919872,Camel to Club Bermagui,6801.1,1926,1922,2023-09-30 09:22:20+00:00,47.8,158.4,176.0,1922,6801.1,,0,1,518.0,oauth,False,2023,9,5,9,Saturday,4.710022398337523,6.8011,32.03333333333333,5-10km
669,9945783726,Wentworth Common parkrun - 23:20,5031.4,1405,1405,2023-09-30 08:03:31+00:00,27.0,154.6,168.0,1405,5031.4,parkrun,1,1,588.0,oauth,True,2023,9,5,8,Saturday,4.654105550476342,5.0314,23.416666666666668,5-10km
2521,9864079664,Sydney Marathon-1st one so a PB 🤠,42451.2,13354,13346,2023-09-17 07:26:36+00:00,297.0,171.2,200.0,13346,42451.2,,0,1,1228.0,oauth,False,2023,9,6,7,Sunday,5.239741946831499,42.4512,222.43333333333334,>42km
670,9864061514,Sydney Marathon - 4:27:55,42357.4,16077,15856,2023-09-17 07:20:24+00:00,337.0,148.2,164.0,15856,42357.4,,0,1,1244.0,oauth,False,2023,9,6,7,Sunday,6.238972804437163,42.3574,264.26666666666665,>42km
4392,9863946773,Sydney Marathon 2023,40979.9,15199,14604,2023-09-17 07:17:48+00:00,358.4,152.3,168.0,14604,40979.9,Sydney Marathon,0,1,1235.0,oauth,False,2023,9,6,7,Sunday,5.939497168123885,40.9799,243.4,21-42km
843,9863889164,Sydney marathon,42550.9,13339,13336,2023-09-17 07:15:00+00:00,411.0,158.0,177.0,13336,42550.9,,0,1,1239.0,oauth,False,2023,9,6,7,Sunday,5.223547954724029,42.5509,222.26666666666668,>42km
671,9764685356,Cooks River parkrun - 23:06,5011.4,1387,1387,2023-09-02 08:02:53+00:00,29.0,150.8,169.0,1387,5011.4,parkrun,1,1,507.0,oauth,True,2023,9,5,8,Saturday,4.612816112596613,5.0114,23.116666666666667,5-10km
844,9764599074,Cookies,4993.0,1273,1273,2023-09-02 08:02:53+00:00,17.8,166.1,178.0,1273,4993.0,parkrun,1,1,446.0,oauth,True,2023,9,5,8,Saturday,4.249282328593363,4.993,21.216666666666665,<5km
672,9727172585,Lake Macquarie Half Marathon - 1:43:32,21183.5,6214,6214,2023-08-27 07:15:13+00:00,62.0,154.3,166.0,6214,21183.5,,0,1,1116.0,oauth,False,2023,8,6,7,Sunday,4.889025263373223,21.1835,103.56666666666666,21-42km
673,9675111978,Avondale University College parkrun - 26:11,5005.9,1576,1576,2023-08-19 08:04:08+00:00,14.0,142.9,162.0,1576,5005.9,parkrun,1,1,508.0,oauth,True,2023,8,5,8,Saturday,5.247141706120112,5.0059,26.266666666666666,5-10km
845,9675020842,Coombs parky,5022.9,1287,1287,2023-08-19 08:00:57+00:00,35.3,164.9,181.0,1287,5022.9,parkrun,1,1,485.0,oauth,True,2023,8,5,8,Saturday,4.270441378486532,5.0229,21.45,5-10km
493,9635739263,City2Surf 2023,14106.2,3727,3723,2023-08-13 07:52:00+00:00,203.0,187.0,200.0,3723,14106.2,City2Surf,0,1,1083.0,oauth,False,2023,8,6,7,Sunday,4.398775006734627,14.106200000000001,62.05,10-15km
674,9635671495,City 2 Surf - 65:16,13955.0,3917,3917,2023-08-13 07:41:47+00:00,197.0,159.1,175.0,3917,13955.0,City2Surf,0,1,1081.0,oauth,False,2023,8,6,7,Sunday,4.67813209124567,13.955,65.28333333333333,10-15km
4393,9635677998,City2Surf 2023,14054.0,3938,3938,2023-08-13 07:41:45+00:00,199.9,162.9,175.0,3938,14054.0,City2Surf,0,1,1049.0,oauth,False,2023,8,6,7,Sunday,4.670082064418197,14.054,65.63333333333334,10-15km
2522,9635876343,City2surf ,13963.0,3701,3701,2023-08-13 07:41:38+00:00,204.0,165.5,186.0,3701,13963.0,City2Surf,0,1,1076.0,oauth,False,2023,8,6,7,Sunday,4.417627539449498,13.963,61.68333333333333,10-15km
846,9635709776,City2surf 2023,13967.8,3751,3751,2023-08-13 07:40:36+00:00,191.7,170.2,194.0,3751,13967.8,City2Surf,0,1,1047.0,oauth,False,2023,8,6,7,Sunday,4.475770462540033,13.967799999999999,62.516666666666666,10-15km
675,9629114559,East Richmond parkrun - 25:08,5038.1,1508,1508,2023-08-12 08:00:23+00:00,12.0,146.8,165.0,1508,5038.1,parkrun,1,1,456.0,oauth,True,2023,8,5,8,Saturday,4.9886531298174575,5.0381,25.133333333333333,5-10km
847,9590312700,Bayrun 2023,7132.4,1841,1836,2023-08-06 08:01:49+00:00,23.6,166.3,181.0,1836,7132.4,,0,1,664.0,oauth,False,2023,8,6,8,Sunday,4.290280971342045,7.1324,30.6,5-10km
676,9583973489,Kirkdale Reserve parkrun - 24:06,5016.4,1446,1446,2023-08-05 08:05:09+00:00,31.0,150.6,167.0,1446,5016.4,parkrun,1,1,559.0,oauth,True,2023,8,5,8,Saturday,4.804242085958058,5.0164,24.1,5-10km
677,9540023263,Cooks River parkrun - 21:54,4969.9,1314,1314,2023-07-29 08:02:22+00:00,23.0,152.4,169.0,1314,4969.9,parkrun,1,1,501.0,oauth,True,2023,7,5,8,Saturday,4.406527294311757,4.9699,21.9,<5km
2523,9502825630,SH 10k,10069.7,2534,2534,2023-07-23 08:30:51+00:00,18.0,165.0,183.0,2534,10069.7,,0,1,1036.0,oauth,False,2023,7,6,8,Sunday,4.1941004531747055,10.069700000000001,42.233333333333334,10-15km
678,9496367662,The Ponds parkrun - 24:38,5010.9,1489,1489,2023-07-22 08:02:48+00:00,28.0,143.5,163.0,1489,5010.9,parkrun,1,1,469.0,oauth,True,2023,7,5,8,Saturday,4.9525368031025705,5.0108999999999995,24.816666666666666,5-10km
3122,9458705094,Sutherland 2 Surf,11087.8,2785,2785,2023-07-16 07:30:07+00:00,72.0,175.1,185.0,2785,11087.8,,0,1,670.0,oauth,False,2023,7,6,7,Sunday,4.186282821359211,11.0878,46.416666666666664,10-15km
679,9408209008,Wildflower parkrun - 26:06,4776.4,1566,1562,2023-07-08 08:03:00+00:00,133.0,147.6,172.0,1562,4776.4,parkrun,1,1,605.0,oauth,True,2023,7,5,8,Saturday,5.450408955140553,4.7764,26.033333333333335,<5km
848,9364751629,Panania parky,4924.0,1243,1238,2023-07-01 08:03:24+00:00,0.0,131.9,144.0,1238,4924.0,parkrun,1,1,426.0,oauth,True,2023,7,5,8,Saturday,4.1903601408069315,4.924,20.633333333333333,<5km
680,9364778726,Mt Penang parkrun - 23:53,4939.9,1433,1433,2023-07-01 08:00:42+00:00,35.0,151.3,169.0,1433,4939.9,parkrun,1,1,620.0,oauth,True,2023,7,5,8,Saturday,4.834780731053935,4.9399,23.883333333333333,<5km
2524,9322099097,🚾 PARKRUN,5019.2,1217,1217,2023-06-24 08:04:39+00:00,24.0,172.0,188.0,1217,5019.2,parkrun,1,1,578.0,oauth,True,2023,6,5,8,Saturday,4.0411486558282865,5.0192,20.283333333333335,5-10km
850,9322479777,Wenty parkrun,5024.6,1254,1254,2023-06-24 08:04:38+00:00,18.8,152.4,177.0,1254,5024.6,parkrun,1,1,551.0,oauth,True,2023,6,5,8,Saturday,4.159535087370139,5.0246,20.9,5-10km
852,9278902366,Cookies,4974.6,1273,1268,2023-06-17 08:03:25+00:00,17.0,162.1,181.0,1268,4974.6,parkrun,1,1,457.0,oauth,True,2023,6,5,8,Saturday,4.2482477653144635,4.974600000000001,21.133333333333333,<5km
854,9248916130,Sri Chinmoy HM Lennox Gardens,21547.8,5948,5948,2023-06-12 09:04:02+00:00,56.9,147.8,160.0,5948,21547.8,,0,1,1147.0,oauth,False,2023,6,0,9,Monday,4.600624348348014,21.5478,99.13333333333334,21-42km
681,9235532404,Cooks River parkrun - 24:45,5031.7,1483,1483,2023-06-10 08:02:29+00:00,32.0,149.6,170.0,1483,5031.7,parkrun,1,1,512.0,oauth,True,2023,6,5,8,Saturday,4.912190048426311,5.0317,24.716666666666665,5-10km
856,9190640764,Dolls Point parkrun,4975.8,1240,1236,2023-06-03 08:01:50+00:00,4.8,167.0,177.0,1236,4975.8,parkrun,1,1,343.0,oauth,True,2023,6,5,8,Saturday,4.140037782869086,4.9758000000000004,20.6,<5km
682,9190703177,Cooks River parkrun - 24:27,5011.6,1468,1468,2023-06-03 08:01:17+00:00,23.0,148.4,168.0,1468,5011.6,parkrun,1,1,528.0,oauth,True,2023,6,5,8,Saturday,4.88200707691489,5.0116000000000005,24.466666666666665,5-10km
2525,9153043672,SMC 1/2 ,21102.7,5646,5646,2023-05-28 07:02:11+00:00,82.0,166.2,184.0,5646,21102.7,,0,1,1152.0,oauth,False,2023,5,6,7,Sunday,4.4591450383126325,21.102700000000002,94.1,21-42km
683,9146549154,St Peters parkrun - 23:23,4983.8,1403,1403,2023-05-27 08:03:55+00:00,57.0,147.8,163.0,1403,4983.8,parkrun,1,1,546.0,oauth,True,2023,5,5,8,Saturday,4.691868320023542,4.9838000000000005,23.383333333333333,<5km
858,9146787464,Sydney Park parkrun,4949.7,1285,1285,2023-05-27 08:03:55+00:00,52.3,166.6,197.0,1285,4949.7,parkrun,1,1,535.0,oauth,True,2023,5,5,8,Saturday,4.326861560633304,4.9497,21.416666666666668,<5km
684,9102740008,Greenway parkrun - 25:28,5044.9,1526,1526,2023-05-20 08:02:00+00:00,12.0,148.5,167.0,1526,5044.9,parkrun,1,1,516.0,oauth,True,2023,5,5,8,Saturday,5.041394940104529,5.044899999999999,25.433333333333334,5-10km
685,9060045716,Cooks River parkrun - 25:03,4980.3,1503,1503,2023-05-13 08:02:39+00:00,25.0,145.9,166.0,1503,4980.3,parkrun,1,1,514.0,oauth,True,2023,5,5,8,Saturday,5.029817480874645,4.980300000000001,25.05,<5km
877,9060138292,Cookies parky,4957.9,1276,1272,2023-05-13 08:02:38+00:00,17.1,149.2,161.0,1272,4957.9,parkrun,1,1,451.0,oauth,True,2023,5,5,8,Saturday,4.276003953286674,4.9578999999999995,21.2,<5km
2526,9055514899,UTA22,22967.3,10175,10174,2023-05-12 06:46:17+00:00,997.0,155.7,192.0,10174,22967.3,,0,1,1145.0,oauth,False,2023,5,4,6,Friday,7.3829604118318946,22.967299999999998,169.56666666666666,21-42km
4179,9023951326,SYDNEY 10KM,10164.4,3152,3146,2023-05-07 07:45:34+00:00,101.6,,,3146,10164.4,,0,1,1025.0,oauth,False,2023,5,6,7,Sunday,5.158527147036061,10.164399999999999,52.43333333333333,10-15km
686,9024042362,Sydney 10 - 46:37,9910.7,2797,2797,2023-05-07 07:45:26+00:00,33.0,153.5,173.0,2797,9910.7,,0,1,765.0,oauth,False,2023,5,6,7,Sunday,4.703670443729168,9.9107,46.61666666666667,5-10km
687,9017644033,Jindabyne Sports & Recreation parkrun,5046.0,1649,1649,2023-05-06 08:04:04+00:00,91.0,153.6,165.0,1649,5046.0,parkrun,1,1,613.0,oauth,True,2023,5,5,8,Saturday,5.446558330030387,5.046,27.483333333333334,5-10km
688,8974349004,St Peters parkrun - 26:50,4971.9,1610,1610,2023-04-29 08:03:37+00:00,56.0,148.1,166.0,1610,4971.9,parkrun,1,1,545.0,oauth,True,2023,4,5,8,Saturday,5.396997794270467,4.9719,26.833333333333332,<5km
879,8974358063,Cookies ,4966.7,1292,1289,2023-04-29 08:03:32+00:00,17.1,167.0,182.0,1289,4966.7,parkrun,1,1,452.0,oauth,True,2023,4,5,8,Saturday,4.325474325675668,4.9666999999999994,21.483333333333334,<5km
3123,8947286564,MNT Magic Mile,1693.2,367,367,2023-04-24 19:09:15+00:00,3.0,169.7,187.0,367,1693.2,,0,1,255.0,oauth,False,2023,4,0,19,Monday,3.6124891723757773,1.6932,6.116666666666666,<5km
4180,8897891986,Canberra Marathon,42613.1,17619,16748,2023-04-16 06:17:31+00:00,260.9,,,16748,42613.1,,0,1,1256.0,oauth,False,2023,4,6,6,Sunday,6.550411336732914,42.613099999999996,279.1333333333333,>42km
689,8897865626,Canberra Marathon - 3:57:55,42597.2,14278,14268,2023-04-16 06:16:28+00:00,327.0,152.4,179.0,14268,42597.2,,0,1,1247.0,oauth,False,2023,4,6,6,Sunday,5.582526551040915,42.597199999999994,237.8,>42km
880,8850461204,Coombs parkrun,5000.4,1323,1319,2023-04-08 08:01:23+00:00,34.8,164.4,180.0,1319,5000.4,parkrun,1,1,479.0,oauth,True,2023,4,5,8,Saturday,4.396314961469749,5.0004,21.983333333333334,5-10km
690,8815935474,NewRun - Newcastle Hill to Harbour,11887.9,3441,3437,2023-04-02 08:30:17+00:00,114.0,157.1,165.0,3437,11887.9,,0,1,1071.0,oauth,False,2023,4,6,8,Sunday,4.818625100592479,11.8879,57.28333333333333,10-15km
2527,8809972262,Panania park run ,4995.7,1206,1206,2023-04-01 08:05:15+00:00,14.0,168.7,181.0,1206,4995.7,parkrun,1,1,447.0,oauth,True,2023,4,5,8,Saturday,4.023460175751146,4.9957,20.1,<5km
691,8771226782,Greenway parkrun - 21:34,4992.7,1293,1293,2023-03-25 08:01:33+00:00,17.0,160.8,170.0,1293,4992.7,parkrun,1,1,513.0,oauth,True,2023,3,5,8,Saturday,4.316301800628918,4.9927,21.55,<5km
2528,8771452938,Park run ,4963.9,1235,1232,2023-03-25 08:01:33+00:00,9.0,162.8,175.0,1232,4963.9,parkrun,1,1,499.0,oauth,True,2023,3,5,8,Saturday,4.136532430817167,4.9639,20.533333333333335,<5km
4324,8771155189,Greenway Park Run ,4997.8,1047,1044,2023-03-25 08:01:32+00:00,6.0,172.3,183.0,1044,4997.8,parkrun,1,1,501.0,oauth,True,2023,3,5,8,Saturday,3.481531874024571,4.9978,17.4,<5km
2529,8693414486,Australian Alpine Ascent,21395.2,7842,7804,2023-03-11 08:58:18+00:00,566.0,159.2,170.0,7804,21395.2,,0,1,1163.0,oauth,False,2023,3,5,8,Saturday,6.079245188952039,21.3952,130.06666666666666,21-42km
4325,8693411099,Alpine Ascent 22km,21393.5,6243,6235,2023-03-11 08:58:04+00:00,526.0,169.6,194.0,6235,21393.5,,0,1,1160.0,oauth,False,2023,3,5,8,Saturday,4.857394379912902,21.3935,103.91666666666667,21-42km
692,8654941942,Greenway parkrun - 27:31,5013.5,1650,1650,2023-03-04 08:00:08+00:00,13.0,137.9,153.0,1650,5013.5,parkrun,1,1,540.0,oauth,True,2023,3,5,8,Saturday,5.485189987035006,5.0135,27.5,5-10km
882,8654745946,Happy 100 Chrissy greenway,5003.6,1248,1248,2023-03-04 08:00:06+00:00,0.0,164.8,175.0,1248,5003.6,parkrun,1,1,550.0,oauth,True,2023,3,5,8,Saturday,4.157006954992405,5.0036000000000005,20.8,5-10km
693,8616585085,Cooks River parkrun - 24:33,4952.7,1474,1474,2023-02-25 08:02:04+00:00,27.0,145.0,168.0,1474,4952.7,parkrun,1,1,468.0,oauth,True,2023,2,5,8,Saturday,4.960257368034943,4.9527,24.566666666666666,<5km
494,8583922484,SMC Half Marathon ,21361.0,5886,5886,2023-02-19 07:00:17+00:00,100.0,191.0,200.0,5886,21361.0,SMC Half marathon,0,1,1131.0,oauth,False,2023,2,6,7,Sunday,4.592481625392069,21.361,98.1,21-42km
2530,8586224970,SMC 1/2 marathon- watch failed 😣 ,21200.0,5987,5987,2023-02-19 07:00:00+00:00,0.0,,,5987,21200.0,,0,0,,oauth,False,2023,2,6,7,Sunday,4.706761006289308,21.2,99.78333333333333,21-42km
694,8583956953,Sydney Marathon Clinic - SMC Race 6 - 30km,30313.0,11058,10974,2023-02-19 06:03:49+00:00,140.0,145.6,157.0,10974,30313.0,,0,1,1241.0,oauth,False,2023,2,6,6,Sunday,6.033714907795336,30.313,182.9,21-42km
695,8539241639,New Farm parkrun,4957.5,1479,1479,2023-02-11 07:00:47+00:00,14.0,153.6,172.0,1479,4957.5,parkrun,1,1,466.0,oauth,True,2023,2,5,7,Saturday,4.97226424609178,4.9575,24.65,<5km
883,8500132027,Cookies 8th birthday,5000.6,1280,1280,2023-02-04 08:00:32+00:00,17.2,159.4,173.0,1280,5000.6,parkrun,1,1,451.0,oauth,True,2023,2,5,8,Saturday,4.266154728099294,5.0006,21.333333333333332,5-10km
4326,8500022420,Sydney Striders 10km Race,9976.3,2186,2186,2023-02-04 07:00:03+00:00,63.0,171.1,200.0,2186,9976.3,,0,1,1019.0,oauth,False,2023,2,5,7,Saturday,3.651988546187799,9.976299999999998,36.43333333333333,5-10km
696,8499871958,Sun Run - Dee Why to Manly - 50:38,10090.9,3038,3038,2023-02-04 06:15:24+00:00,104.0,156.6,176.0,3038,10090.9,,0,1,775.0,oauth,False,2023,2,5,6,Saturday,5.0177222381882025,10.0909,50.63333333333333,10-15km
884,8424458458,Greenie,5002.7,1241,1237,2023-01-21 08:01:11+00:00,0.0,163.6,174.0,1237,5002.7,parkrun,1,1,505.0,oauth,True,2023,1,5,8,Saturday,4.121107935048407,5.0027,20.616666666666667,5-10km
697,8387312313,Cooks River parkrun - 23:32,5012.9,1411,1411,2023-01-14 08:04:40+00:00,32.0,151.4,168.0,1411,5012.9,parkrun,1,1,506.0,oauth,True,2023,1,5,8,Saturday,4.6912299600364396,5.012899999999999,23.516666666666666,5-10km
885,8387128422,Cookies,4985.7,1272,1272,2023-01-14 08:04:38+00:00,17.1,162.0,175.0,1272,4985.7,parkrun,1,1,466.0,oauth,True,2023,1,5,8,Saturday,4.2521611809775965,4.9857,21.2,<5km
886,8349307180,Bega parkrun,4963.1,1231,1231,2023-01-07 08:02:46+00:00,9.4,163.3,175.0,1231,4963.1,parkrun,1,1,460.0,oauth,True,2023,1,5,8,Saturday,4.1338410805074775,4.963100000000001,20.516666666666666,<5km
887,8313279863,Batemans Bay parkrun,4975.0,1258,1253,2022-12-31 08:00:16+00:00,9.8,151.0,169.0,1253,4975.0,parkrun,1,1,398.0,oauth,True,2022,12,5,8,Saturday,4.197654941373535,4.975,20.883333333333333,<5km
698,8313458787,Mudgeeraba parkrun - 23:12,5004.3,1390,1390,2022-12-31 07:02:21+00:00,11.0,162.4,179.0,1390,5004.3,parkrun,1,1,525.0,oauth,True,2022,12,5,7,Saturday,4.629352090535473,5.0043,23.166666666666668,5-10km
888,8296269323,Inner west beer mile,1689.7,560,392,2022-12-27 18:15:36+00:00,0.0,128.9,145.0,392,1689.7,,0,1,265.0,oauth,False,2022,12,1,18,Tuesday,3.8665640843542244,1.6897,6.533333333333333,<5km
889,8283456068,Cookies Christmas Eve ,4971.9,1295,1295,2022-12-24 08:03:22+00:00,16.8,163.2,176.0,1295,4971.9,parkrun,1,1,474.0,oauth,True,2022,12,5,8,Saturday,4.341063443217549,4.9719,21.583333333333332,<5km
