id,strava_activity_id,activity_name,distance,elapsed_time,moving_time,date,elevation_gain,average_heartrate,max_heartrate,final_time,final_distance,event_name,is_hidden,has_polyline,polyline_length,source,is_parkrun,year,month,day_of_week,hour,day_name,pace_min_per_km,distance_km,time_minutes
898,7744620339,Greenway parkrun - #149,4980.8,1274,1274,2022-09-03 08:02:43+00:00,0.0,161.7,177.0,1274,4980.8,parkrun,1,1,511.0,oauth,True,2022,9,5,8,Saturday,4.263036727701039,4.9808,21.233333333333334
713,7705302203,New Farm parkrun - 22:54,4973.1,1374,1374,2022-08-27 07:01:32+00:00,8.0,157.9,175.0,1374,4973.1,parkrun,1,1,477.0,oauth,True,2022,8,5,7,Saturday,4.6047736824113725,4.9731000000000005,22.9
715,7627963713,Cook River parkrun - 28:01,4995.4,2444,1688,2022-08-13 08:01:00+00:00,34.0,148.9,171.0,1688,4995.4,parkrun,1,1,486.0,oauth,True,2022,8,5,8,Saturday,5.631847966796119,4.9954,28.133333333333333
716,7589013320,Cooks River Parkrun - 26:38,5004.9,1611,1611,2022-08-06 08:00:09+00:00,29.0,143.5,156.0,1611,5004.9,parkrun,1,1,523.0,oauth,True,2022,8,5,8,Saturday,5.364742552298749,5.004899999999999,26.85
717,7550442812,Cooks River parkrun - 24:15,5001.4,1456,1456,2022-07-30 08:01:17+00:00,35.0,151.4,188.0,1456,5001.4,parkrun,1,1,579.0,oauth,True,2022,7,5,8,Saturday,4.851974780394823,5.001399999999999,24.266666666666666
718,7512113447,Cooks River Parkrun - 23:35,4972.4,1416,1416,2022-07-23 08:02:34+00:00,23.0,150.8,168.0,1416,4972.4,parkrun,1,1,496.0,oauth,True,2022,7,5,8,Saturday,4.746199018582576,4.9723999999999995,23.6
902,7475049068,Wentworth parkrun,5001.7,1268,1265,2022-07-16 08:05:20+00:00,20.9,157.0,179.0,1265,5001.7,parkrun,1,1,546.0,oauth,True,2022,7,5,8,Saturday,4.215233487280991,5.0017,21.083333333333332
720,7437309517,Greenway parkrun - 22:28,4981.1,1350,1350,2022-07-09 08:00:28+00:00,9.0,155.5,175.0,1350,4981.1,parkrun,1,1,500.0,oauth,True,2022,7,5,8,Saturday,4.517074541767882,4.9811000000000005,22.5
903,7437376728,Greenway parkrun,5004.9,1259,1259,2022-07-09 08:00:28+00:00,0.0,159.3,177.0,1259,5004.9,parkrun,1,1,518.0,oauth,True,2022,7,5,8,Saturday,4.192557959865999,5.004899999999999,20.983333333333334
904,7400201757,Rhodes parkrun,4977.8,1294,1291,2022-07-02 08:03:30+00:00,6.9,165.6,176.0,1291,4977.8,parkrun,1,1,381.0,oauth,True,2022,7,5,8,Saturday,4.322525345868991,4.9778,21.516666666666666
721,7363422066,Cooks River Parkrun - 22:41,5026.5,1361,1361,2022-06-25 08:01:40+00:00,26.0,152.3,173.0,1361,5026.5,parkrun,1,1,513.0,oauth,True,2022,6,5,8,Saturday,4.512749096455453,5.0265,22.683333333333334
722,7325909452,St Peters parkrun - 28:39,5002.7,1727,1727,2022-06-18 08:03:46+00:00,61.0,145.7,171.0,1727,5002.7,parkrun,1,1,571.0,oauth,True,2022,6,5,8,Saturday,5.753559744404688,5.0027,28.783333333333335
723,7287943637,Cooks River Parkrun - 24:15,4999.8,1455,1455,2022-06-11 08:02:53+00:00,36.0,148.9,169.0,1455,4999.8,parkrun,1,1,476.0,oauth,True,2022,6,5,8,Saturday,4.85019400776031,4.9998000000000005,24.25
905,7250369697,Cookies,4967.9,1274,1274,2022-06-04 08:02:43+00:00,16.8,163.7,176.0,1274,4967.9,parkrun,1,1,446.0,oauth,True,2022,6,5,8,Saturday,4.274106429946927,4.967899999999999,21.233333333333334
725,7213183840,Morning Run - Cooks River Parkrun - 24:40,4980.7,1479,1479,2022-05-28 08:00:37+00:00,27.0,141.9,173.0,1479,4980.7,parkrun,1,1,480.0,oauth,True,2022,5,5,8,Saturday,4.9491035396631,4.9807,24.65
906,7213205691,Cookies,4945.3,1293,1288,2022-05-28 08:00:36+00:00,16.7,154.5,172.0,1288,4945.3,parkrun,1,1,485.0,oauth,True,2022,5,5,8,Saturday,4.340821925194965,4.9453000000000005,21.466666666666665
726,7175899806,Morning Run - Cooks River Parkrun - 26:31,5008.0,1592,1592,2022-05-21 08:02:35+00:00,27.0,149.8,161.0,1592,5008.0,parkrun,1,1,472.0,oauth,True,2022,5,5,8,Saturday,5.298189563365282,5.008,26.533333333333335
728,7099428942,Morning Run - Cooks River Parkrun - 25:52,5014.6,1552,1552,2022-05-07 08:02:30+00:00,40.0,142.2,157.0,1552,5014.6,parkrun,1,1,504.0,oauth,True,2022,5,5,8,Saturday,5.158271181483402,5.014600000000001,25.866666666666667
908,7099383638,Cookies,4971.9,1279,1276,2022-05-07 08:02:27+00:00,17.0,161.6,180.0,1276,4971.9,parkrun,1,1,470.0,oauth,True,2022,5,5,8,Saturday,4.277372164900072,4.9719,21.266666666666666
909,7024828516,Greenway parkrun,5002.9,1258,1255,2022-04-23 08:02:06+00:00,0.0,166.1,177.0,1255,5002.9,parkrun,1,1,488.0,oauth,True,2022,4,5,8,Saturday,4.180908406457589,5.0028999999999995,20.916666666666668
910,6988048821,Wildflower parkrun,4774.7,1398,1394,2022-04-16 08:00:46+00:00,119.5,159.7,177.0,1394,4774.7,parkrun,1,1,532.0,oauth,True,2022,4,5,8,Saturday,4.865925258829525,4.7747,23.233333333333334
730,6988040736,Morning Run - Cooks River Parkrun - 24:08,5003.5,1449,1449,2022-04-16 08:00:09+00:00,29.0,145.4,171.0,1449,5003.5,parkrun,1,1,499.0,oauth,True,2022,4,5,8,Saturday,4.826621365044469,5.0035,24.15
911,6844968552,Greenway parkrun,5001.1,1285,1285,2022-03-19 08:00:56+00:00,0.0,168.0,177.0,1285,5001.1,parkrun,1,1,521.0,oauth,True,2022,3,5,8,Saturday,4.282391207267734,5.0011,21.416666666666668
912,6809100282,Cookies,4947.8,1316,1313,2022-03-12 08:02:02+00:00,16.7,165.1,175.0,1313,4947.8,parkrun,1,1,440.0,oauth,True,2022,3,5,8,Saturday,4.42284112804344,4.9478,21.883333333333333
732,6737637233,Morning Run - GreenwayParkrun - 22:30,5019.9,1351,1351,2022-02-26 08:01:59+00:00,6.0,150.5,176.0,1351,5019.9,parkrun,1,1,521.0,oauth,True,2022,2,5,8,Saturday,4.4854811184817756,5.0199,22.516666666666666
734,6668195289,Morning Run - Dolls Point Parkrun - 22:37,4999.3,1356,1356,2022-02-12 08:03:26+00:00,14.0,153.2,172.0,1356,4999.3,parkrun,1,1,340.0,oauth,True,2022,2,5,8,Saturday,4.520632888604405,4.9993,22.6
914,6523893650,Cookies,4964.0,1331,1331,2022-01-15 08:00:30+00:00,16.7,167.4,177.0,1331,4964.0,parkrun,1,1,490.0,oauth,True,2022,1,5,8,Saturday,4.4688423314531285,4.964,22.183333333333334
3135,6488022603,Wentworth Common Parkrun,4949.8,1243,1243,2022-01-08 08:05:28+00:00,21.0,170.2,185.0,1243,4949.8,parkrun,1,1,559.0,oauth,True,2022,1,5,8,Saturday,4.18535429040904,4.9498,20.716666666666665
915,6488111783,Batemans Bay parkrun,5000.5,1289,1289,2022-01-08 08:00:44+00:00,8.0,165.4,179.0,1289,5000.5,parkrun,1,1,371.0,oauth,True,2022,1,5,8,Saturday,4.296237042962371,5.0005,21.483333333333334
916,6453342588,Batemans Bay parkrun,5000.4,1281,1277,2022-01-01 07:59:15+00:00,9.5,165.7,198.0,1277,5000.4,parkrun,1,1,410.0,oauth,True,2022,1,5,7,Saturday,4.256326160573821,5.0004,21.283333333333335
917,6423870417,Cookies Christmas Covid-return parkrun,4987.8,1301,1301,2021-12-25 07:59:25+00:00,16.8,166.0,179.0,1301,4987.8,parkrun,1,1,451.0,oauth,True,2021,12,5,7,Saturday,4.347274015263911,4.9878,21.683333333333334
736,6396037021,Morning Run - Casula Parkrun - 22:46,5044.4,1365,1365,2021-12-18 08:03:41+00:00,21.0,152.2,171.0,1365,5044.4,parkrun,1,1,503.0,oauth,True,2021,12,5,8,Saturday,4.509951629529776,5.0443999999999996,22.75
745,5999268827,Afternoon Run - (not) Airport Parkrun,5011.1,1258,1258,2021-09-22 13:05:46+00:00,9.0,162.3,176.0,1258,5011.1,parkrun,1,1,388.0,oauth,True,2021,9,2,13,Wednesday,4.184044753979498,5.011100000000001,20.966666666666665
755,5492946565,Morning Run - Cooks River Parkrun - 21:58,4986.6,1318,1318,2021-06-19 08:01:35+00:00,24.0,138.1,180.0,1318,4986.6,parkrun,1,1,519.0,oauth,True,2021,6,5,8,Saturday,4.405139106137782,4.9866,21.966666666666665
757,5453974468,Morning Run - Cooks River Parkrun - 22:41,5026.0,1369,1366,2021-06-12 08:01:37+00:00,27.0,140.4,164.0,1366,5026.0,parkrun,1,1,541.0,oauth,True,2021,6,5,8,Saturday,4.52977848521024,5.026,22.766666666666666
922,5453879311,Cookies parkrun,4953.3,1313,1313,2021-06-12 08:01:37+00:00,15.9,156.1,174.0,1313,4953.3,parkrun,1,1,467.0,oauth,True,2021,6,5,8,Saturday,4.417930134119341,4.9533000000000005,21.883333333333333
761,5414332555,Morning Run - Cooks River Parkrun - Exhibition run,4964.1,1741,1736,2021-06-05 08:02:39+00:00,26.0,153.5,169.0,1736,4964.1,parkrun,1,1,499.0,oauth,True,2021,6,5,8,Saturday,5.828515407291016,4.9641,28.933333333333334
765,5374144704,Morning Run - Cooks River Parkrun - 22:58,5025.6,1381,1381,2021-05-29 08:00:16+00:00,31.0,128.2,171.0,1381,5025.6,parkrun,1,1,491.0,oauth,True,2021,5,5,8,Saturday,4.57988432558633,5.025600000000001,23.016666666666666
924,5374103390,Cookies,4982.7,1303,1303,2021-05-29 08:00:15+00:00,16.1,159.6,175.0,1303,4982.7,parkrun,1,1,466.0,oauth,True,2021,5,5,8,Saturday,4.358413443849051,4.9826999999999995,21.716666666666665
771,5335885258,Morning Run - Rhodes Parkrun - 21:38,4978.7,1298,1298,2021-05-22 08:02:59+00:00,15.0,142.7,170.0,1298,4978.7,parkrun,1,1,393.0,oauth,True,2021,5,5,8,Saturday,4.345177121202991,4.9787,21.633333333333333
925,5336045472,Rhodes parkrun ,4951.7,1270,1270,2021-05-22 08:02:59+00:00,7.9,160.4,184.0,1270,4951.7,parkrun,1,1,385.0,oauth,True,2021,5,5,8,Saturday,4.274626222644075,4.9517,21.166666666666668
926,5297859238,Cookies,4975.4,1323,1323,2021-05-15 08:00:56+00:00,16.1,169.4,183.0,1323,4975.4,parkrun,1,1,448.0,oauth,True,2021,5,5,8,Saturday,4.431804478031918,4.9754,22.05
927,5258681810,Woodies takeover Centennial parkrun ,4994.9,1329,1329,2021-05-08 07:06:01+00:00,14.6,164.4,175.0,1329,4994.9,parkrun,1,1,420.0,oauth,True,2021,5,5,7,Saturday,4.434523213677951,4.9948999999999995,22.15
928,5220308030,Cookies,4950.6,1332,1329,2021-05-01 08:00:47+00:00,16.1,165.3,179.0,1329,4950.6,parkrun,1,1,468.0,oauth,True,2021,5,5,8,Saturday,4.474205146850886,4.9506000000000006,22.15
3139,5186544999,Woodies X Country,5133.4,1239,1239,2021-04-25 08:03:31+00:00,64.7,160.3,183.0,1239,5133.4,parkrun,1,1,548.0,oauth,True,2021,4,6,8,Sunday,4.022675030194413,5.1334,20.65
774,5180261133,Morning Run - Cooks River Parkrun - 24:03,4996.8,1444,1444,2021-04-24 08:02:15+00:00,28.0,155.0,173.0,1444,4996.8,parkrun,1,1,481.0,oauth,True,2021,4,5,8,Saturday,4.8164158394705945,4.9968,24.066666666666666
778,5098639143,Morning Run - Burley Griffin Parkrun ,4984.4,1583,1583,2021-04-10 08:00:35+00:00,31.0,149.6,168.0,1583,4984.4,parkrun,1,1,623.0,oauth,True,2021,4,5,8,Saturday,5.293181392611615,4.9844,26.383333333333333
930,5058025720,Greenway parkrun ,5010.1,1299,1299,2021-04-03 08:00:11+00:00,0.0,168.0,178.0,1299,5010.1,parkrun,1,1,516.0,oauth,True,2021,4,5,8,Saturday,4.32127103251432,5.0101,21.65
780,5058407898,Morning Run - Greenway Parkrun - 23:24,4997.0,1413,1413,2021-04-03 08:00:10+00:00,4.0,143.4,165.0,1413,4997.0,parkrun,1,1,540.0,oauth,True,2021,4,5,8,Saturday,4.712827696617971,4.997,23.55
784,4974789378,Morning Run - Cooks River Parkrun - 23:52,4973.4,1433,1433,2021-03-20 08:04:02+00:00,31.0,155.9,171.0,1433,4973.4,parkrun,1,1,473.0,oauth,True,2021,3,5,8,Saturday,4.802214447527513,4.9734,23.883333333333333
786,4896572111,Morning Run - Cooks River Parkrun - 22:46,5024.6,1372,1372,2021-03-06 08:01:30+00:00,28.0,159.5,173.0,1372,5024.6,parkrun,1,1,511.0,oauth,True,2021,3,5,8,Saturday,4.5509426952725915,5.0246,22.866666666666667
931,4896460556,Cooks parkrun woodies takeover,4939.3,1319,1319,2021-03-06 08:01:29+00:00,16.0,165.1,180.0,1319,4939.3,parkrun,1,1,466.0,oauth,True,2021,3,5,8,Saturday,4.450698142111905,4.9393,21.983333333333334
932,4855323741,Cooks parkrun ,4963.0,1332,1332,2021-02-27 08:00:46+00:00,15.9,169.1,181.0,1332,4963.0,parkrun,1,1,442.0,oauth,True,2021,2,5,8,Saturday,4.4731009470078575,4.963,22.2
788,4855342876,Cooks River Parkrun - 24:44,4998.8,1488,1488,2021-02-27 08:00:45+00:00,41.0,157.2,172.0,1488,4998.8,parkrun,1,1,507.0,oauth,True,2021,2,5,8,Saturday,4.961190685764583,4.9988,24.8
792,4814267690,Morning Run - Mosman Parkrun - 23:37,4884.9,1414,1414,2021-02-20 07:02:48+00:00,41.0,157.8,179.0,1414,4884.9,parkrun,1,1,493.0,oauth,True,2021,2,5,7,Saturday,4.824390809774338,4.8849,23.566666666666666
794,4777164878,Morning Run - Cooks River Parkrun - 24:13,5010.8,1456,1456,2021-02-13 08:01:51+00:00,27.0,149.0,169.0,1456,5010.8,parkrun,1,1,497.0,oauth,True,2021,2,5,8,Saturday,4.842872728240334,5.010800000000001,24.266666666666666
797,4702207197,Morning Run - Cooks River Parkrun - 22:51,5030.5,1418,1371,2021-01-30 08:01:03+00:00,23.0,160.3,174.0,1371,5030.5,parkrun,1,1,528.0,oauth,True,2021,1,5,8,Saturday,4.542292018686015,5.0305,22.85
933,4701925683,Cooks parkrun 6th birthday ,4979.1,1336,1336,2021-01-30 08:01:03+00:00,16.0,164.1,178.0,1336,4979.1,parkrun,1,1,466.0,oauth,True,2021,1,5,8,Saturday,4.472026403700802,4.979100000000001,22.266666666666666
798,4664259488,Morning Run - Cooks River Parkrun - 23:03,5009.3,1383,1383,2021-01-23 08:01:03+00:00,23.0,161.5,180.0,1383,5009.3,parkrun,1,1,492.0,oauth,True,2021,1,5,8,Saturday,4.601441319146387,5.0093000000000005,23.05
934,4664234426,Cooks parkrun,4950.5,1314,1314,2021-01-23 08:01:03+00:00,15.9,154.8,177.0,1314,4950.5,parkrun,1,1,477.0,oauth,True,2021,1,5,8,Saturday,4.423795576204424,4.9505,21.9
935,4626246787,Greenway parkrun,5004.0,1289,1289,2021-01-16 08:01:15+00:00,0.0,161.0,174.0,1289,5004.0,parkrun,1,1,493.0,oauth,True,2021,1,5,8,Saturday,4.293232081001865,5.004,21.483333333333334
936,4550961250,Bega parkrun,4974.4,1319,1316,2021-01-02 08:03:11+00:00,15.6,162.5,179.0,1316,4974.4,parkrun,1,1,407.0,oauth,True,2021,1,5,8,Saturday,4.409241985633109,4.974399999999999,21.933333333333334
799,4551128161,Morning Run - Greenway Parkrun - 22:04,5013.1,1328,1328,2021-01-02 08:01:02+00:00,2.0,159.7,182.0,1328,5013.1,parkrun,1,1,527.0,oauth,True,2021,1,5,8,Saturday,4.415099107006309,5.0131000000000006,22.133333333333333
4348,4550921226,Greenway Park Run (officially 17.46),5002.2,1069,1065,2021-01-02 08:01:02+00:00,0.0,167.5,181.0,1065,5002.2,parkrun,1,1,527.0,oauth,True,2021,1,5,8,Saturday,3.54843868697773,5.0022,17.75
800,4517139143,Morning Run - Cooks River Parkrun ,5025.8,1363,1363,2020-12-26 08:01:12+00:00,23.0,154.5,169.0,1363,5025.8,parkrun,1,1,499.0,oauth,True,2020,12,5,8,Saturday,4.520010081313754,5.0258,22.716666666666665
801,4513818636,Morning Run - Christmas Day Cooks River Parkrun,5021.1,1364,1364,2020-12-25 08:00:20+00:00,27.0,151.0,167.0,1364,5021.1,parkrun,1,1,506.0,oauth,True,2020,12,4,8,Friday,4.527560361939282,5.021100000000001,22.733333333333334
937,4513891173,Christmas parkrun,4963.9,1328,1324,2020-12-25 08:00:20+00:00,16.0,168.3,200.0,1324,4963.9,parkrun,1,1,449.0,oauth,True,2020,12,4,8,Friday,4.445429333118449,4.9639,22.066666666666666
939,4488528490,Parkrun is back!,4967.3,1314,1314,2020-12-19 08:03:25+00:00,15.9,168.4,179.0,1314,4967.3,parkrun,1,1,471.0,oauth,True,2020,12,5,8,Saturday,4.408833772874599,4.9673,21.9
802,4488609054,Morning Run - Cooks River Parkrun,4992.0,1349,1349,2020-12-19 08:03:23+00:00,28.0,155.4,171.0,1349,4992.0,parkrun,1,1,468.0,oauth,True,2020,12,5,8,Saturday,4.503872863247864,4.992,22.483333333333334
941,4257449609,TNT 5km time trial cooks parkrun,4922.9,1292,1292,2020-10-29 18:45:31+00:00,15.9,165.0,180.0,1292,4922.9,parkrun,1,1,449.0,oauth,True,2020,10,3,18,Thursday,4.374115528110126,4.922899999999999,21.533333333333335
4357,3880018765,(Not) Park Run ,5018.6,1080,1076,2020-08-08 07:35:32+00:00,19.2,167.5,184.0,1076,5018.6,parkrun,1,1,413.0,oauth,True,2020,8,5,7,Saturday,3.573373716441504,5.0186,17.933333333333334
3160,2971832140,West Coast New Years Day Parkrun - 3rd place,4944.1,1107,1107,2020-01-01 09:08:57+00:00,96.9,176.7,193.0,1107,4944.1,parkrun,1,1,460.0,oauth,True,2020,1,2,9,Wednesday,3.7317206367185123,4.944100000000001,18.45
3161,2961180372,Singapore East Coast Parkrun,4932.7,1094,1094,2019-12-28 07:40:13+00:00,47.8,178.5,193.0,1094,4932.7,parkrun,1,1,336.0,oauth,True,2019,12,5,7,Saturday,3.6964204864137966,4.9327,18.233333333333334
4368,2833927636,Rhodes Park Run ,4966.7,1056,1052,2019-11-02 08:05:16+00:00,30.7,174.2,184.0,1052,4966.7,parkrun,1,1,427.0,oauth,True,2019,11,5,8,Saturday,3.5301776498144317,4.9666999999999994,17.533333333333335
947,2685791512,Parkrun,4998.4,1331,1331,2019-09-07 08:01:07+00:00,41.3,160.4,196.0,1331,4998.4,parkrun,1,1,486.0,oauth,True,2019,9,5,8,Saturday,4.438086854460095,4.998399999999999,22.183333333333334
948,2645273493,parkrun,4980.5,1333,1329,2019-08-24 08:01:36+00:00,41.8,171.4,187.0,1329,4980.5,parkrun,1,1,483.0,oauth,True,2019,8,5,8,Saturday,4.447344644112037,4.9805,22.15
3176,2302981985,Kawana Parkrun - 4th place,4927.0,1123,1123,2019-04-20 07:07:52+00:00,46.8,178.2,188.0,1123,4927.0,parkrun,1,1,40.0,oauth,True,2019,4,5,7,Saturday,3.7987957513023476,4.927,18.716666666666665
3177,2285107416,Studley Parkrun - hard course!,4923.8,1160,1160,2019-04-13 08:06:04+00:00,53.5,176.2,185.0,1160,4923.8,parkrun,1,1,128.0,oauth,True,2019,4,5,8,Saturday,3.926506627672394,4.9238,19.333333333333332
3187,2047531770,Bishan New Year Parkrun - 2nd place - good start to 2019!,4978.3,1080,1080,2019-01-01 08:36:12+00:00,53.4,175.1,190.0,1080,4978.3,parkrun,1,1,104.0,oauth,True,2019,1,1,8,Tuesday,3.615692103730189,4.9783,18.0
3188,2041084943,Singapore East Coast Parkrun - 2nd place,4965.3,1091,1091,2018-12-29 07:42:01+00:00,49.8,183.7,196.0,1091,4965.3,parkrun,1,1,44.0,oauth,True,2018,12,5,7,Saturday,3.6620815123624624,4.9653,18.183333333333334
3197,1779187423,Studley Parkrun - 2nd place 🥈,4990.8,1117,1117,2018-08-18 08:02:55+00:00,55.6,174.1,186.0,1117,4990.8,parkrun,1,1,125.0,oauth,True,2018,8,5,8,Saturday,3.7301968956212765,4.9908,18.616666666666667
3201,1655562496,Studley Parkrun - 1st place! 😯,4987.1,1123,1123,2018-06-23 08:02:04+00:00,55.1,173.3,192.0,1123,4987.1,parkrun,1,1,113.0,oauth,True,2018,6,5,8,Saturday,3.7530161149097996,4.987100000000001,18.716666666666665
851,1456577075,Easter Fast 5km training - Session 32 - Easy 5k - Cooks River Parkrun,5100.6,1379,1363,2018-03-17 08:00:19+00:00,48.2,171.9,185.0,1363,5100.6,parkrun,1,1,103.0,oauth,True,2018,3,5,8,Saturday,4.453724398436785,5.1006,22.716666666666665
853,1365239356,Cooks River Parkrun - Back in Strava. Uncomfortable but not all out. Felt alright ready to start another 10 week training program.,5065.5,1389,1384,2018-01-20 08:04:28+00:00,49.1,170.3,188.0,1384,5065.5,parkrun,1,1,105.0,oauth,True,2018,1,5,8,Saturday,4.553680123712697,5.0655,23.066666666666666
857,1307185820,Fast 5km training - Easy 8km - inc Cooks River Parkrun,8024.7,2525,2378,2017-12-09 08:02:52+00:00,62.3,161.9,183.0,2378,8024.7,parkrun,1,1,166.0,oauth,True,2017,12,5,8,Saturday,4.938917758088569,8.0247,39.63333333333333
859,1289020175,Fast 5km training - Easy 8km run - Cooks River Parkrun and some.,7132.0,2322,2246,2017-11-25 08:01:28+00:00,71.4,,,2246,7132.0,parkrun,1,1,144.0,oauth,True,2017,11,5,8,Saturday,5.248644606468498,7.132,37.43333333333333
860,1279461673,Fast 5km training - Easy 8km (close) - Cooks River Parkrun with Ryan,5804.1,2382,2009,2017-11-18 08:00:18+00:00,49.2,,,2009,5804.1,parkrun,1,1,133.0,oauth,True,2017,11,5,8,Saturday,5.768910482819616,5.8041,33.483333333333334
861,1269772147,Fast 5km training - Easy 6km run (5km) - Cooks River Parkrun,5000.0,1388,1388,2017-11-11 08:00:00+00:00,0.0,,,1388,5000.0,parkrun,1,0,,oauth,True,2017,11,5,8,Saturday,4.626666666666667,5.0,23.133333333333333
862,1259803209,Fast 5km training - Easy 5km cross country at Lawson parkrun with Ryan,4938.8,2313,1880,2017-11-04 07:55:44+00:00,103.7,,,1880,4938.8,parkrun,1,1,125.0,oauth,True,2017,11,5,7,Saturday,6.344321157636132,4.9388000000000005,31.333333333333332
863,1249567915,Fast 5km training - Easy 6km run - Cooks River Parkrun,6211.6,2099,1886,2017-10-28 07:57:19+00:00,56.1,,,1886,6211.6,parkrun,1,1,128.0,oauth,True,2017,10,5,7,Saturday,5.060424581964925,6.211600000000001,31.433333333333334
864,1239444682,Fast 5km training - Easy 6km - Cooks River Parkrun with Ryan & 1km,6055.0,2407,2210,2017-10-21 08:03:13+00:00,70.9,,,2210,6055.0,parkrun,1,1,119.0,oauth,True,2017,10,5,8,Saturday,6.083126892375448,6.055,36.833333333333336
865,1228779887,Cooks River Parkrun,5079.9,1503,1451,2017-10-14 08:00:46+00:00,50.0,,,1451,5079.9,parkrun,1,1,99.0,oauth,True,2017,10,5,8,Saturday,4.760592400112864,5.079899999999999,24.183333333333334
866,1163515189,Cooks River Parkrun with Ryan.,5149.0,1945,1817,2017-09-02 08:04:12+00:00,50.3,,,1817,5149.0,parkrun,1,1,99.0,oauth,True,2017,9,5,8,Saturday,5.881400919272351,5.149,30.283333333333335
3219,1140399722,Singapore East Coast Parkrun - winner! 😯,4970.6,1094,1094,2017-08-19 07:40:30+00:00,66.7,,,1094,4970.6,parkrun,1,1,32.0,oauth,True,2017,8,5,7,Saturday,3.6682358937217505,4.9706,18.233333333333334
867,1095004473,Cooks River Parkrun with Ryan.,5237.3,2213,1897,2017-07-22 08:02:46+00:00,50.3,,,1897,5237.3,parkrun,1,1,103.0,oauth,True,2017,7,5,8,Saturday,6.036825590794239,5.2373,31.616666666666667
868,1072502474,Cooks River Parkrun - started at talk.,5168.3,1519,1406,2017-07-08 08:00:49+00:00,49.5,,,1406,5168.3,parkrun,1,1,111.0,oauth,True,2017,7,5,8,Saturday,4.53405052596276,5.1683,23.433333333333334
869,1050876482,Cooks River Parkrun with Ryan (7 year old),5188.1,1922,1846,2017-06-24 07:59:10+00:00,50.4,,,1846,5188.1,parkrun,1,1,109.0,oauth,True,2017,6,5,7,Saturday,5.930237787757881,5.1881,30.766666666666666
870,996035109,Cooks River Parkrun with warmup / cool down,5106.6,1435,1387,2017-05-20 08:01:01+00:00,0.0,,,1387,5106.6,parkrun,1,1,96.0,oauth,True,2017,5,5,8,Saturday,4.526821498975182,5.1066,23.116666666666667
871,983334289,Cooks River Parkrun,5089.6,1382,1344,2017-05-13 08:02:59+00:00,0.0,,,1344,5089.6,parkrun,1,1,101.0,oauth,True,2017,5,5,8,Saturday,4.4011317195850355,5.089600000000001,22.4
872,912908177,Cooks River Parkrun Morning Run,5153.7,1863,1789,2017-03-25 07:57:36+00:00,0.0,,,1789,5153.7,parkrun,1,1,90.0,oauth,True,2017,3,5,7,Saturday,5.785487449146568,5.1537,29.816666666666666
873,895019334,Cooks River Parkrun,5128.8,1446,1373,2017-03-11 08:00:43+00:00,0.0,,,1373,5128.8,parkrun,1,1,108.0,oauth,True,2017,3,5,8,Saturday,4.461732439037071,5.1288,22.883333333333333
874,869935131,Cooks River Parkrun,6209.4,2632,2429,2017-02-18 08:03:41+00:00,0.0,,,2429,6209.4,parkrun,1,1,124.0,oauth,True,2017,2,5,8,Saturday,6.519685208447409,6.2094,40.483333333333334
875,854310337,Cooks River parkrun,3576.4,1500,900,2017-02-04 08:02:00+00:00,0.0,,,900,3576.4,parkrun,1,1,37.0,oauth,True,2017,2,5,8,Saturday,4.194161726876188,3.5764,15.0
876,846244191,Cooks River Parkrun with Ryan.,5431.7,2626,2308,2017-01-28 08:01:46+00:00,0.0,,,2308,5431.7,parkrun,1,1,116.0,oauth,True,2017,1,5,8,Saturday,7.0818835109941025,5.4317,38.46666666666667
878,838508158,Cooks River Parkrun,5046.0,1408,1401,2017-01-21 08:01:48+00:00,0.0,,,1401,5046.0,parkrun,1,1,102.0,oauth,True,2017,1,5,8,Saturday,4.627427665477606,5.046,23.35
881,811280469,Logan River Parkrun ,5000.0,1340,1340,2016-12-23 13:00:13+00:00,0.0,,,1340,5000.0,parkrun,1,0,,oauth,True,2016,12,4,13,Friday,4.466666666666667,5.0,22.333333333333332
3245,605232935,Kawana Parkrun 17:44 - 2nd place,4961.6,1067,1067,2016-06-11 07:13:58+00:00,10.5,,,1067,4961.6,parkrun,1,1,44.0,oauth,True,2016,6,5,7,Saturday,3.584193270987853,4.961600000000001,17.783333333333335
3261,460908242,Albert Parkrun - PB and 1st place :),4982.4,1002,1002,2016-01-02 08:06:02+00:00,12.0,,,1002,4982.4,parkrun,1,1,89.0,oauth,True,2016,1,5,8,Saturday,3.3517983301220298,4.982399999999999,16.7
3302,167726185,Parkrun,5120.8,1145,1140,2014-07-19 08:07:12+00:00,23.4,,,1140,5120.8,parkrun,1,1,103.0,oauth,True,2014,7,5,8,Saturday,3.7103577566005312,5.1208,19.0
3303,161773135,Parkrun,5023.1,1148,1148,2014-07-05 08:09:42+00:00,23.5,,,1148,5023.1,parkrun,1,1,96.0,oauth,True,2014,7,5,8,Saturday,3.8090687689540985,5.0231,19.133333333333333
